Authors;Author full names;Author(s) ID;Title;Year;Fuente;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;DOI;Cited by;Link;Affiliations;Abstract;Indexed Keywords;Author Keywords;Funding Details;Funding Texts;Publisher;ISSN;ISBN;Language of Original Document;Abbreviated Source Title;Document Type;Open Access;Source
"Stashans A.; Marcillo F.; Castillo D.";"Stashans, Arvids (7004506419); Marcillo, Freddy (55791419600); Castillo, Darwin (26029726600)";"7004506419; 55791419600; 26029726600";Dopamine adsorption configurations on anatase (101) surface;2015;Scopus, Web of Science;Surface Review and Letters;22;4;1550052;;;;10.1142/S0218625X15500523;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931006904&doi=10.1142%2fS0218625X15500523&partnerID=40&md5=466ee6dfae1b20eefdd3db74fb565036;"Grupo de Fisicoquimica de Materiales, Universidad Tecnica Particular de Loja, Apartado, Loja, 11-01-608, Ecuador; Escuela de Ingenieriá Química, Universidad Técnica Particular de Loja, Apartado, Loja, 11-01-608, Ecuador";;"Adsorption; Amines; Neurophysiology; Oxide minerals; Titanium dioxide; Adsorption geometries; Dft + u; dopamine; Generalized gradient approximations; TiO2 anatase; Density functional theory";"adsorption; DFT+U; dopamine; TiO<sub>2</sub> anatase";;;World Scientific;0218625X;;English;Surf. Rev. Lett.;Article;;Scopus, Web of Science
"Cadmen N.; Bustamante J.; Rivera R.; Torres F.J.; Ontaneda J.";"Cadmen, Noemi (57441259400); Bustamante, Joana (57215549400); Rivera, Richard (25822866200); Torres, F. Javier (16025887100); Ontaneda, Jorge (56100157300)";"57441259400; 57215549400; 25822866200; 16025887100; 56100157300";Dopamine Adsorption on Rutile TiO2(110): Geometry, Thermodynamics, and Core-Level Shifts from First Principles;2022;Scopus, Web of Science;ACS Omega;7;5;;4185;4193;8;10.1021/acsomega.1c05784;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124067054&doi=10.1021%2facsomega.1c05784&partnerID=40&md5=a8da83edee42dc0e6bf536c97c0afa66;;;;;;;American Chemical Society;24701343;;English;ACS Omega;Article;"All Open Access; Green Open Access";Scopus, Web of Science
"Villamagua L.; Stashans A.; Carini M.; Maldonado F.";"Villamagua, Luis (16680454400); Stashans, Arvids (7004506419); Carini, Manuela (55650749700); Maldonado, Frank (16022257200)";"16680454400; 7004506419; 55650749700; 16022257200";Doping of SnO2 with H atoms: An alternative way to attain n-type conductivity;2016;Scopus, Web of Science;AIP Advances;6;11;115217;;;;10.1063/1.4968832;14;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998704797&doi=10.1063%2f1.4968832&partnerID=40&md5=4851025307e77a9e1fa4d51b26b4756e;;;"Point defects; Tin dioxide; Computational analysis; Crystalline lattice; Electrical conductivity; Electron localization function; Equilibrium configuration; Hydrogen impurity; Intrinsic point defects; N-type conductivity; Oxygen vacancies";;;;American Institute of Physics Inc.;21583226;;English;AIP Adv.;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
"Villamagua L.; Maldonado F.; Castillo D.; Carini M.";"Villamagua, Luis (16680454400); Maldonado, Frank (16022257200); Castillo, Darwin (26029726600); Carini, Manuela (55650749700)";"16680454400; 16022257200; 26029726600; 55650749700";Doping SnO2 crystal with increasing concentrations of Zn and Sb atoms: A quantum chemical analysis;2018;Scopus, Web of Science;Physica Scripta;93;9;95801;;;;10.1088/1402-4896/aad1de;5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051639226&doi=10.1088%2f1402-4896%2faad1de&partnerID=40&md5=5888f52042e618632412de5e7c4bde9b;;;;"doping; doping; Sb; SnO<sub>2</sub>                         ; Zn";;;Institute of Physics Publishing;318949;;English;Phys Scr;Article;;Scopus, Web of Science
"Ontaneda J.; Viñes F.; Illas F.; Grau-Crespo R.";"Ontaneda, Jorge (56100157300); Viñes, Francesc (22136532900); Illas, Francesc (56784420800); Grau-Crespo, Ricardo (8093195100)";"56100157300; 22136532900; 56784420800; 8093195100";Double-well potential energy surface in the interaction between h-BN and Ni(111);2019;Scopus, Web of Science;Physical Chemistry Chemical Physics;21;21;;10888;10894;6;10.1039/c8cp07880g;5;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066757514&doi=10.1039%2fc8cp07880g&partnerID=40&md5=1aecb11d2c873a5803eae6b24b30f937;;;;;;;Royal Society of Chemistry;14639076;;English;Phys. Chem. Chem. Phys.;Article;"All Open Access; Green Open Access";Scopus, Web of Science
"Gaona F.P.; Iñiguez-Armijos C.; Brehm G.; Fiedler K.; Espinosa C.I.";"Gaona, Fernando P. (56721348000); Iñiguez-Armijos, Carlos (56805263600); Brehm, Gunnar (55544300700); Fiedler, Konrad (7102213596); Espinosa, Carlos Iván (36705961100)";"56721348000; 56805263600; 55544300700; 7102213596; 36705961100";Drastic loss of insects (Lepidoptera: Geometridae) in urban landscapes in a tropical biodiversity hotspot;2021;Scopus, Web of Science;Journal of Insect Conservation;25;3;;395;405;10;10.1007/s10841-021-00308-9;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103393284&doi=10.1007%2fs10841-021-00308-9&partnerID=40&md5=bc81d3f2c7b9b0c88445d1bc29a90582;;;"Ecuador; Geometridae; Hexapoda; Lepidoptera; biodiversity; community composition; greenspace; hot spot; land use change; species richness; urban area; urbanization";"Biodiversity; Ecuador; Geometridae; Land-use change; Urbanization";"Ministerio del Ambiente de Ecuador, (MAE-DNB-CM- 2015-0016); Universidad Técnica Particular de Loja";;Springer Science and Business Media Deutschland GmbH;1366638X;;English;J. Insect Conserv.;Article;;Scopus, Web of Science
"Tene T.; Guevara M.; Valarezo A.; Salguero O.; Arias Arias F.; Arias M.; Scarcello A.; Caputi L.S.; Vacacela Gomez C.";;"57188827909; 56940182000; 57216367157; 57216371151; 57211859176; 7202940945; 57202435935; 22960017900; 57221704225";Drying-time study in graphene oxide;2021;Scopus, Web of Science;Nanomaterials;11;4;1035;;;;10.3390/nano11041035;11;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104408671&doi=10.3390%2fnano11041035&partnerID=40&md5=a81e796a355ef69f3dbe6c0e9b486009;;;;"Few-layer graphene; Graphene oxide; Graphite; Lorentzian fitting; Raman; TEM; UV-vis";"FONDOCyT from Ministry of Higher Education Science and Technology of the Dominican Republic, (2018-2019-3A9-139); UTPL-Ecuador, (PROY_INNOV_QUI_ 2021_3019); Universidad T?cnica Particular de Loja; Universidad Técnica Particular de Loja";;MDPI AG;20794991;;English;Nanomaterials;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Székely D.; Cog?lniceanu D.; Székely P.; Denoël M.";"Székely, Diana (55884900500); Cog?lniceanu, Dan (6602210505); Székely, Paul (26647168500); Denoël, Mathieu (6701790300)";"55884900500; 6602210505; 26647168500; 6701790300";Dryness affects burrowing depth in a semi-fossorial amphibian;2018;Scopus, Web of Science;Journal of Arid Environments;155;;;79;81;2;10.1016/j.jaridenv.2018.02.003;10;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042605155&doi=10.1016%2fj.jaridenv.2018.02.003&partnerID=40&md5=73daccc5d878c98d2a571923dd12cb7e;;;"Amphibia; Animalia; Anura; Ceratophrys stolzmanni; Hemiphractus; amphibian; aridity; burrowing; dehydration; dry forest; environmental conditions; frog; high temperature; humidity; life history; skin";"Aridity; Burrowing; Conditional strategy; Fossorial amphibian; Xeric environments";"ANCS, (105BM/2017); CCCDI-UEFISCDI; F.R.S., (J.0112.16); Fonds De La Recherche Scientifique - FNRS, FNRS; Secretaría de Educación Superior, Ciencia, Tecnología e Innovación, SENESCYT; Wallonie-Bruxelles International, WBI";;Academic Press;1401963;;English;J. Arid Environ.;Article;"All Open Access; Green Open Access";Scopus, Web of Science
"Oñate-Valdivieso F.; Ponce V.M.";"Oñate-Valdivieso, Fernando (36617848100); Ponce, Victor M. (7006187669)";"36617848100; 7006187669";Ecohydroclimatological research along the Catacocha-Zamora transect, Loja and Zamora-Chinchipe, Ecuador;2015;Scopus, Web of Science;Tecnologia y Ciencias del Agua;6;6;;63;73;10;;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030481468&partnerID=40&md5=395cbad33eb4403a98d36c773ed347a9;;;"Ecuador; Loja; Zamora-Chinchipe; altitude; bioclimatology; climatology; ecohydrology; ecology; environmental research; hydrometeorology; mountain region; precipitation assessment; transect; tropical region; vegetation";"Bioclimatology; Climatology; Ecohydrology; Ecology; Ecuador; Hydroclimatology; Tropical vegetation";;;Instituto Mexicano de Tecnologia del Agua;1878336;;English;Tecnologia Ciencias Agua;Article;;Scopus, Web of Science
"Bernátková A.; P?riková A.; Cisneros R.; ?upi? S.; Ceacero F.";"Bernátková, Anna (57361039100); P?riková, Adela (57360755200); Cisneros, Rodrigo (56432578600); ?upi?, Stipan (57216810069); Ceacero, Francisco (23394652100)";"57361039100; 57360755200; 56432578600; 57216810069; 23394652100";Ecological effects on the nutritional value of bromeliads, and its influence on Andean bears' diet selection;2021;Scopus, Web of Science;Ursus;2021;3,2E+22;;;;;10.2192/URSUS-D-20-00021.2;1;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120472572&doi=10.2192%2fURSUS-D-20-00021.2&partnerID=40&md5=e23e251f82b75b118c161c73638fe476;;;;"Andean bear; Bromeliads; Diet; Habitat use; Montane forest; NIRS; Nutritional composition; Páramo; Tremarctos ornatus";"Faculty of Tropical AgriSciences; Universidad Tecnica Particular de Loja; Changzhou University, CZU, (IGA-20205005)";;International Association for Bear Research and Management;15376176;;English;Ursus;Article;;Scopus, Web of Science
"Alvarado R.; Ortiz C.; Jiménez N.; Ochoa-Jiménez D.; Tillaguango B.";"Alvarado, Rafael (57188831567); Ortiz, Cristian (57204535529); Jiménez, Nathaly (57221327576); Ochoa-Jiménez, Diego (57004931100); Tillaguango, Brayan (57219844692)";"57188831567; 57204535529; 57221327576; 57004931100; 57219844692";Ecological footprint, air quality and research and development: The role of agriculture and international trade;2021;Scopus, Web of Science;Journal of Cleaner Production;288;;125589;;;;10.1016/j.jclepro.2020.125589;37;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098845436&doi=10.1016%2fj.jclepro.2020.125589&partnerID=40&md5=163c2a09cbae4463d2a075b6c1a0550c;;;;"Agricultura; Air pollution; Cointegration; Ecological footprint; R&D; SDGs; Trade";Club de Investigaci?n de Econom?a;The authors express their gratitude with the Club de Investigaci?n de Econom?a. Loja, Ecuador.;Elsevier Ltd;9596526;;English;J. Clean. Prod.;Article;;Scopus, Web of Science
"Alvarado R.; Tillaguango B.; Dagar V.; Ahmad M.; I??k C.; Méndez P.; Toledo E.";"Alvarado, Rafael (57188831567); Tillaguango, Brayan (57219844692); Dagar, Vishal (57218885592); Ahmad, Munir (57208845001); I??k, Cem (35317648700); Méndez, Priscila (57212768026); Toledo, Elisa (57188830084)";"57188831567; 57219844692; 57218885592; 57208845001; 35317648700; 57212768026; 57188830084";Ecological footprint, economic complexity and natural resources rents in Latin America: Empirical evidence using quantile regressions;2021;Scopus, Web of Science;Journal of Cleaner Production;318;;128585;;;;10.1016/j.jclepro.2021.128585;99;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112449596&doi=10.1016%2fj.jclepro.2021.128585&partnerID=40&md5=e3129aa5303d77c47dd708d2ec442155;;;;"Ecological footprint; Economic complexity; Environmental kuznets curve (EKC); Latin américa; Natural resources rents; Quantile regression";Club de Investigación de Economía-CIE;The authors express their gratitude with the Club de Investigación de Economía-CIE, Loja Ecuador.;Elsevier Ltd;9596526;;English;J. Clean. Prod.;Article;;Scopus, Web of Science
"Guntiñas M.; Lozano J.; Cisneros R.; Llorente E.; Malo A.F.";"Guntiñas, Marta (57204410267); Lozano, Jorge (13604755500); Cisneros, Rodrigo (56432578600); Llorente, Esther (57225228468); Malo, Aurelio F. (8321034200)";"57204410267; 13604755500; 56432578600; 57225228468; 8321034200";Ecology of the culpeo (Lycalopex culpaeus): A synthesis of existing knowledge;2021;Scopus, Web of Science;Hystrix;32;1;;;;;10.4404/hystrix-00388-2020;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108430010&doi=10.4404%2fhystrix-00388-2020&partnerID=40&md5=77a428713c937b8520765d8d2a0b75d3;;;;"Andean fox; Canids; Carnivore ecology; Neotropical region; Top predator";;;Associazione Teriologica Italiana onlus;3941914;;English;Hystrix;Note;;Scopus, Web of Science
"Castro L.M.; Calvas B.; Knoke T.";"Castro, Luz Maria (55326145300); Calvas, Baltazar (35744552200); Knoke, Thomas (57189897796)";"55326145300; 35744552200; 57189897796";Ecuadorian banana farms should consider organic banana with low price risks in their land-use portfolios;2015;Scopus, Web of Science;PLoS ONE;10;3;e0120384;;;;10.1371/journal.pone.0120384;33;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925879618&doi=10.1371%2fjournal.pone.0120384&partnerID=40&md5=623711f843c357e0b0f88fd36c79460c;;;;;;;Public Library of Science;19326203;;English;PLoS ONE;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Bustamante-Granda B.F.; Rodríguez-Hidalgo C.; Cisneros-Vidal M.A.; Rivera-Rogel D.; Torres-Montesinos C.";"Bustamante-Granda, Byron Fernando (57273270400); Rodríguez-Hidalgo, Claudia (57214943708); Cisneros-Vidal, María Aranzazu (57274009400); Rivera-Rogel, Diana (56003677900); Torres-Montesinos, Claudia (57273515900)";"57273270400; 57214943708; 57274009400; 56003677900; 57273515900";Ecuadorian journalists mental health influence on changing job desire: A cross sectional study;2021;Scopus, Web of Science;International Journal of Environmental Research and Public Health;18;19;10139;;;;10.3390/ijerph181910139;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115772416&doi=10.3390%2fijerph181910139&partnerID=40&md5=b3cc013f6c48f884c2f162a9f2b0be41;Department of Communication Sciences and Department of Psychology, Faculty of Social Sciences, Education and Humanities, Universidad Técnica Particular de Loja, Loja, 110107, Ecuador;;;"Emotional exhaustion; Job change; Journalists";"collaboration of civil society organizations; Universidad Técnica Particular de Loja, UTPL";;MDPI;16617827;;English;Int. J. Environ. Res. Public Health;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Abad K.; Gusmán-Montalván E.; Ramón P.; Burneo J.I.; Quichimbo P.; Jiménez L.";"Abad, Katherine (58042341500); Gusmán-Montalván, Elizabeth (57208102955); Ramón, Pablo (55620245800); Burneo, Juan Ignacio (55616921200); Quichimbo, Pablo (57197871143); Jiménez, Leticia (57204811774)";"58042341500; 57208102955; 55620245800; 55616921200; 57197871143; 57204811774";Edaphic properties under Vachellia macracantha in an elevation gradient of dry scrub in southern Ecuador;2023;Scopus, Web of Science;Journal of Arid Environments;210;;104878;;;;10.1016/j.jaridenv.2022.104878;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145581693&doi=10.1016%2fj.jaridenv.2022.104878&partnerID=40&md5=26761ae8e39b14d09bced0dcbd30605f;;;"Ecuador; bulk density; carbon cycle; decomposition; elevation; land management; legume; moisture content; nitrogen cycle; scrub; soil carbon; soil nitrogen; soil-vegetation interaction; stem; tropical environment";"Distance from the plant stem; Edaphic properties; Elevation; Legumes; Plant-soil relationship; Vachellia macracantha";;;Academic Press;1401963;;English;J. Arid Environ.;Article;;Scopus, Web of Science
"Jiang G.; Alvarado R.; Murshed M.; Tillaguango B.; Toledo E.; Méndez P.; Isik C.";"Jiang, Guirong (57404737300); Alvarado, Rafael (57188831567); Murshed, Muntasir (57204031604); Tillaguango, Brayan (57219844692); Toledo, Elisa (57188830084); Méndez, Priscila (57212768026); Isik, Cem (35317648700)";"57404737300; 57188831567; 57204031604; 57219844692; 57188830084; 57212768026; 35317648700";Effect of Agricultural Employment and Export Diversification Index on Environmental Pollution: Building the Agenda towards Sustainability;2022;Scopus, Web of Science;Sustainability (Switzerland);14;2;677;;;;10.3390/su14020677;11;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122523500&doi=10.3390%2fsu14020677&partnerID=40&md5=27aa0fe5c2caf88dba64478e0da67277;;;"agricultural economics; ecological economics; econometrics; employment; environmental fate; environmental policy; index method; panel data; population density; sustainability; sustainable development";"Agricultural employment; AMG; CCE-MG; Ecological footprint; Export diversification index; FMOLS";National Office for Philosophy and Social Sciences, NPOPSS, (19XJY009);Funding: National Social Science Foundation of China: Study on Mechanism, Evaluation and Promotion Path of Multi-functional Value of Forestry and Fruit Industry in Southern Xinjiang (No. 19XJY009).;MDPI;20711050;;English;Sustainability;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
"Jiménez J.; Alvarado R.";"Jiménez, Jackeline (57204120344); Alvarado, Rafael (57188831567)";"57204120344; 57188831567";Effect of labor productivity and human capital on regional poverty in ecuador;2018;Scopus, Web of Science;Investigaciones Regionales;40;;;141;165;24;;4;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054600243&partnerID=40&md5=8f37606c26326b45085b1cc94d380ef0;"Departamento de Economía, Universidad Técnica Particular de Loja. Loja, Ecuador; Universidad Nacional de Loja. Loja, Ecuador";;;"Human capital; Labor productivity; Poverty; Spatial econometrics";Instituto Nacional de Estadísticas y Censos, (36,74);;Asociacion Espanola de Ciencia Regional;16957253;;English;Invest. Regional.;Article;;Scopus, Web of Science
"Guaya D.; Cobos H.; Valderrama C.; Cortina J.L.";"Guaya, Diana (55102808100); Cobos, Hernán (57871629400); Valderrama, César (22952263500); Cortina, José Luis (7006390641)";"55102808100; 57871629400; 22952263500; 7006390641";Effect of Mn2+/Zn2+/Fe3+ Oxy(Hydroxide) Nanoparticles Doping onto Mg-Al-LDH on the Phosphate Removal Capacity from Simulated Wastewater;2022;Scopus, Web of Science;Nanomaterials;12;20;3680;;;;10.3390/nano12203680;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140899856&doi=10.3390%2fnano12203680&partnerID=40&md5=8070173b70128d4c7d228cdaf48fb434;;;;"composite; equilibrium; kinetic; Mg-Al-LDH; Mn<sup>2+</sup>/Zn<sup>2+</sup>/Fe<sup>3+</sup>; phosphate; thermodynamics";;;MDPI;20794991;;English;Nanomaterials;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Guamán Ortiz L.M.; Croce A.L.; Aredia F.; Sapienza S.; Fiorillo G.; Syeda T.M.; Buzzetti F.; Lombardi P.; Scovassi A.I.";;"55129212000; 7005980937; 54906721800; 56895872100; 55908229600; 56022519100; 6505759734; 7005564466; 7006237300";Effect of new berberine derivatives on colon cancer cells;2015;Scopus, Web of Science;Acta Biochimica et Biophysica Sinica;47;10;;824;833;9;10.1093/abbs/gmv077;43;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943523619&doi=10.1093%2fabbs%2fgmv077&partnerID=40&md5=618102e63b664610eea76c59e5b9dd98;;;;"apoptosis; autophagy; berberine; colon cancer; fluorescence";;;Oxford University Press;16729145;;English;Acta Biochim. Biophys. Sin.;Article;"All Open Access; Bronze Open Access";Scopus, Web of Science
"Sarango-Granda P.; Espinoza L.C.; Díaz-Garrido N.; Alvarado H.; Rodríguez-Lagunas M.J.; Baldomá L.; Calpena A.";"Sarango-Granda, Paulo (57220994500); Espinoza, Lupe Carolina (57198450764); Díaz-Garrido, Natalia (57201297719); Alvarado, Helen (56305704600); Rodríguez-Lagunas, María J. (15757966500); Baldomá, Laura (6701818065); Calpena, Ana (6602419021)";"57220994500; 57198450764; 57201297719; 56305704600; 15757966500; 6701818065; 6602419021";Effect of Penetration Enhancers and Safety on the Transdermal Delivery of Apremilast in Skin;2022;Scopus, Web of Science;Pharmaceutics;14;5;1011;;;;10.3390/pharmaceutics14051011;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130155029&doi=10.3390%2fpharmaceutics14051011&partnerID=40&md5=33bb5cd7c809554b98feff429a0a1b8b;;;;"apremilast; promoter; skin; squalene";Universidad Técnica Particular de Loja, Ecuador and Gattefossé España S.A.;Acknowledgments: P.S.-G and L.C.E. thanks the support of the Universidad Técnica Particular de Loja, Ecuador and Gattefossé España S.A.;MDPI;19994923;;English;Pharmaceutics;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Abad C.F.A.; Álvarez L.S.J.; Mora E.D.C.";"Abad, Carlos Fausto Abad (57215430415); Álvarez, Leticia Salomé Jiménez (57204395827); Mora, Edwin Daniel Capa (57215416174)";"57215430415; 57204395827; 57215416174";Effect of the roof (low tunnel) on the productivity of two varieties of strawberry (fragaria vesca) in Cajanuma, Loja;2020;Scopus, Web of Science;Granja;31;1;;134;143;9;10.17163/lgr.n31.2020.10;0;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080954321&doi=10.17163%2flgr.n31.2020.10&partnerID=40&md5=d09d42e5cd098f90dd1d97542071e000;;;;"Low tunnels; Production; Profitability; Strawberry yield";;;Universidad Politecnica Salesiana;13903799;;English;Granja;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
"Iñiguez-Armijos C.; Sánchez J.; Villareal M.; Aguilar S.; Rosado D.";"Iñiguez-Armijos, Carlos (56805263600); Sánchez, Julissa (57206201502); Villareal, Marielena (57211969301); Aguilar, Silvio (55752675400); Rosado, Daniel (56013082600)";"56805263600; 57206201502; 57211969301; 55752675400; 56013082600";Effects of bathing intensity, rainfall events, and location on the recreational water quality of stream pools in southern Ecuador;2020;Scopus, Web of Science;Chemosphere;243;;125442;;;;10.1016/j.chemosphere.2019.125442;3;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075516740&doi=10.1016%2fj.chemosphere.2019.125442&partnerID=40&md5=be8959e31719390d44db7d7575e7df28;;;;"Ecotourism; Escherichia coli; Fecal coliform; Gastrointestinal illness; Recreational water pollution; Tropical dry forest";Mancomunidad del Bosque Seco;We appreciate the financial support of the Mancomunidad del Bosque Seco. Special thanks to Vicente Solorzano, Esvar Díaz, and the personnel of the Gobierno Autónomo Descentralizado de Pindal for having provided research facilities.  ;Elsevier Ltd;456535;;English;Chemosphere;Article;;Scopus, Web of Science
"Ochoa P.A.; Fries A.; Mejía D.; Burneo J.I.; Ruíz-Sinoga J.D.; Cerdà A.";"Ochoa, P.A. (57062463800); Fries, A. (35769047000); Mejía, D. (57062552800); Burneo, J.I. (55616921200); Ruíz-Sinoga, J.D. (16319588700); Cerdà, A. (57195523298)";"57062463800; 35769047000; 57062552800; 55616921200; 16319588700; 57195523298";Effects of climate, land cover and topography on soil erosion risk in a semiarid basin of the Andes;2016;Scopus, Web of Science;Catena;140;;;31;42;11;10.1016/j.catena.2016.01.011;137;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954516203&doi=10.1016%2fj.catena.2016.01.011&partnerID=40&md5=b179be81fc5d37f6daa462697ffa49ec;;;"Andes; Ecuador; alternative agriculture; arid region; basin; climate change; climate effect; landform; risk assessment; semiarid region; soil conservation; soil erosion; spatiotemporal analysis; topography; water supply";"C-factor; Climate; Dryland; Ecuadorian Andes; Landform; Soil erosion risk";;;Elsevier B.V.;3418162;;English;Catena;Article;;Scopus, Web of Science
"Hevia V.; Carmona C.P.; Azcárate F.M.; Torralba M.; Alcorlo P.; Ariño R.; Lozano J.; Castro-Cobo S.; González J.A.";;"55803541800; 55125925700; 7801410564; 56998464000; 6602232127; 56998704500; 13604755500; 57198139972; 57225674647";Effects of land use on taxonomic and functional diversity: a cross-taxon analysis in a Mediterranean landscape;2016;Scopus, Web of Science;Oecologia;181;4;;959;970;11;10.1007/s00442-015-3512-2;35;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949571177&doi=10.1007%2fs00442-015-3512-2&partnerID=40&md5=c5e358e6a5585ba189c0bf60963226de;;;;"Biodiversity; Diversity partitioning; Functional traits; Land-use intensity; Spatial scale";;;Springer Verlag;298549;;English;Oecologia;Article;;Scopus, Web of Science
"Carrión-Paladines V.; Fries A.; Muñoz A.; Castillo E.; García-Ruiz R.; Marín-Armijos D.";"Carrión-Paladines, Vinicio (57191926377); Fries, Andreas (35769047000); Muñoz, Andrés (57222621367); Castillo, Eddy (57222625097); García-Ruiz, Roberto (6603472398); Marín-Armijos, Diego (56586156800)";"57191926377; 35769047000; 57222621367; 57222625097; 6603472398; 56586156800";Effects of land-use change on the community structure of the dung beetle (Scarabaeinae) in an altered ecosystem in southern Ecuador;2021;Scopus, Web of Science;Insects;12;4;306;;;;10.3390/insects12040306;7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103481330&doi=10.3390%2finsects12040306&partnerID=40&md5=06465b289795701c94529d8043d1fdc6;;;;"Dung removal; Land-use change; Scarabaeinae; Seasonally dry forest (SDF)";Universidad Técnica Particular de Loja, UTPL;Funding: This research was funded by the Universidad Técnica Particular de Loja (UTPL).;MDPI AG;20754450;;English;Insects;Article;"All Open Access; Gold Open Access; Green Open Access";Scopus, Web of Science
"Kübler D.; Hildebrandt P.; Günter S.; Stimm B.; Weber M.; Muñoz J.; Cabrera O.; Zeilinger J.; Silva B.; Mosandl R.";;"56888564100; 25927133700; 24278722600; 23669360700; 57209126014; 57164304900; 37661082000; 57021699900; 7005615592; 6508148263";Effects of silvicultural treatments and topography on individual tree growth in a tropical mountain forest in Ecuador;2020;Scopus, Web of Science;Forest Ecology and Management;457;;117726;;;;10.1016/j.foreco.2019.117726;7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075887400&doi=10.1016%2fj.foreco.2019.117726&partnerID=40&md5=16c6454309fcc62987865c442eb25a3d;;;;"Cedrela montana; Diameter growth; Ecuador; Handroanthus chrysanthus; Silvicultural treatments; Sustainable forest management; Tropical montane forest";"Nature and Culture International; Ministerio del Ambiente, Agua y Transición Ecológica, MAATE; Deutsche Forschungsgemeinschaft, DFG, (FOR 402, FOR 816, PAK 824); German-Israeli Foundation for Scientific Research and Development, GIF";;Elsevier B.V.;3781127;;English;For. Ecol. Manage.;Article;;Scopus, Web of Science
"Carrión-Paladines V.; Hinojosa M.B.; Álvarez L.J.; Reyes-Bueno F.; Quezada L.C.; García-Ruiz R.";"Carrión-Paladines, Vinicio (57191926377); Hinojosa, María Belén (23988933600); Álvarez, Leticia Jiménez (57204395827); Reyes-Bueno, Fabián (55532025600); Quezada, Liliana Correa (57700628700); García-Ruiz, Roberto (6603472398)";"57191926377; 23988933600; 57204395827; 55532025600; 57700628700; 6603472398";Effects of the Severity of Wildfires on Some Physical-Chemical Soil Properties in a Humid Montane Scrublands Ecosystem in Southern Ecuador;2022;Scopus, Web of Science;Fire;5;3;66;;;;10.3390/fire5030066;2;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130402611&doi=10.3390%2ffire5030066&partnerID=40&md5=687ca338505babedade46d362d2c24d6;;;;"humid montane scrublands; soil properties; wildfire severity";"UNIVERSIDAD TÉCNICA, (UTPL-PROY_VIN_AMB_2020_2706); Universidad Técnica Particular de Loja, UTPL";;MDPI;25716255;;English;Fire;Article;"All Open Access; Gold Open Access";Scopus, Web of Science
